"Potential applied (V)","Time (s)","WE(1).Current (A)","WE(1).Potential (V)","Scan","Index","Q+","Q-","Current range","Overload"
"0.418701171875","147.60333762734","-2.7197265625E-6","0.41934204101562","1","1","0.0011514731168747","-0.0022339593410492","1 µA",""
"0.416259765625","147.61310362731","-3.9599609375E-6","0.41708374023438","1","2","0.0011514731168747","-0.0022339593410492","1 µA","Current overload"
"0.413818359375","147.62286962729","-6.6802978515625E-6","0.41415405273438","1","3","0.0011514731168747","-0.0022339593410492","10 µA",""
"0.411376953125","147.63263562726","-7.45849609375E-6","0.41177368164062","1","4","0.0011514731168747","-0.0022339593410492","10 µA",""
"0.408935546875","147.64240162724","-1.0153198242188E-5","0.40924072265625","1","5","0.0011514731168747","-0.0022339593410492","10 µA",""
"0.406494140625","147.65216762721","-1.1520385742188E-5","0.40682983398438","1","6","0.0011514731168747","-0.0022339593410492","10 µA",""
"0.404052734375","147.66193362719","-1.3323974609375E-5","0.40447998046875","1","7","0.0011514731168747","-0.0022339593410492","10 µA",""
"0.401611328125","147.67169962716","-1.5966796875E-5","0.40200805664062","1","8","0.0011514731168747","-0.0022339593410492","10 µA",""
"0.399169921875","147.68146562714","-1.69921875E-5","0.39959716796875","1","9","0.0011514731168747","-0.0022339593410492","10 µA",""
"0.396728515625","147.69123162712","-2.0303344726563E-5","0.397216796875","1","10","0.0011514731168747","-0.0022339593410492","10 µA",""
"0.394287109375","147.70099762709","-2.1588134765625E-5","0.39480590820312","1","11","0.0011514731168747","-0.0022339593410492","10 µA",""
"0.391845703125","147.71076362707","-2.4481201171875E-5","0.39242553710938","1","12","0.0011514731168747","-0.0022339593410492","10 µA",""
"0.389404296875","147.72052962704","-2.7108764648438E-5","0.38995361328125","1","13","0.0011514731168747","-0.0022339593410492","10 µA",""
"0.386962890625","147.73029562702","-2.8890991210938E-5","0.38763427734375","1","14","0.0011514731168747","-0.0022339593410492","10 µA",""
"0.384521484375","147.74006162699","-3.2907104492188E-5","0.38510131835938","1","15","0.0011514731168747","-0.0022339593410492","10 µA",""
"0.382080078125","147.74982762697","-3.4527587890625E-5","0.38232421875","1","16","0.0011514731168747","-0.0022339593410492","100 µA",""
"0.379638671875","147.75959362694","-3.8775634765625E-5","0.37991333007812","1","17","0.0011514731168747","-0.0022339593410492","100 µA",""
"0.377197265625","147.76935962692","-4.1375732421875E-5","0.37750244140625","1","18","0.0011514731168747","-0.0022339593410492","100 µA",""
"0.374755859375","147.77912562689","-4.4631958007813E-5","0.37506103515625","1","19","0.0011514731168747","-0.0022339593410492","100 µA",""
"0.372314453125","147.78889162687","-4.9072265625E-5","0.37255859375","1","20","0.0011514731168747","-0.0022339593410492","100 µA",""
"0.369873046875","147.79865762684","-5.13916015625E-5","0.37017822265625","1","21","0.0011514731168747","-0.0022339593410492","100 µA",""
"0.367431640625","147.80842362682","-5.70068359375E-5","0.36770629882812","1","22","0.0011514731168747","-0.0022339593410492","100 µA",""
"0.364990234375","147.81818962679","-5.9814453125E-5","0.365234375","1","23","0.0011514731168747","-0.0022339593410492","100 µA",""
"0.362548828125","147.82795562677","-6.500244140625E-5","0.36285400390625","1","24","0.0011514731168747","-0.0022339593410492","100 µA",""
